ALL HASHTAG LENGTH：0
*********04/22 00:00:02*********
--------------
top:1
TARGET HASHTAG:熊本地震  COUNTS:781
ダイナース  RELATED COUNTS:2  STRENGTH:0
スポーツ  RELATED COUNTS:2  STRENGTH:0
出来事  RELATED COUNTS:2  STRENGTH:0
2ちゃんねる  RELATED COUNTS:2  STRENGTH:0
最新  RELATED COUNTS:2  STRENGTH:0
へぇ  RELATED COUNTS:2  STRENGTH:0
トリビア  RELATED COUNTS:2  STRENGTH:0
オリコン  RELATED COUNTS:2  STRENGTH:0
アイドル  RELATED COUNTS:2  STRENGTH:0
新着  RELATED COUNTS:2  STRENGTH:0
アメリカ  RELATED COUNTS:2  STRENGTH:0
オーディオブック  RELATED COUNTS:2  STRENGTH:0
テロ  RELATED COUNTS:2  STRENGTH:0
アップアップガールズ  RELATED COUNTS:2  STRENGTH:0
アプガ  RELATED COUNTS:2  STRENGTH:0
uugir  RELATED COUNTS:2  STRENGTH:0
面白情報  RELATED COUNTS:2  STRENGTH:0
記事  RELATED COUNTS:2  STRENGTH:0
動画  RELATED COUNTS:2  STRENGTH:0
勇者ヨシヒコ  RELATED COUNTS:2  STRENGTH:0
続編  RELATED COUNTS:2  STRENGTH:0
結婚  RELATED COUNTS:2  STRENGTH:0
比嘉愛未  RELATED COUNTS:2  STRENGTH:0
ガジェット  RELATED COUNTS:2  STRENGTH:0
エンジニア  RELATED COUNTS:2  STRENGTH:0
佐藤健  RELATED COUNTS:2  STRENGTH:0
日テレ  RELATED COUNTS:2  STRENGTH:0
定時・総合  RELATED COUNTS:2  STRENGTH:0
録画予約  RELATED COUNTS:2  STRENGTH:0
テレビ予約  RELATED COUNTS:2  STRENGTH:0
視聴予約  RELATED COUNTS:2  STRENGTH:0
気軽にフォローしてください  RELATED COUNTS:2  STRENGTH:0
kabu  RELATED COUNTS:2  STRENGTH:0
GLAY  RELATED COUNTS:2  STRENGTH:0
--------------
top:3
TARGET HASHTAG:ニコニコ超会議2016  COUNTS:5
ALL HASHTAG LENGTH：52399
*********04/25 00:00:03*********
--------------
top:1
TARGET HASHTAG:ニュース  COUNTS:579
芸能  RELATED COUNTS:167  STRENGTH:0.28
news  RELATED COUNTS:127  STRENGTH:0.21
フォロー  RELATED COUNTS:61  STRENGTH:0.1
ネタ  RELATED COUNTS:57  STRENGTH:0.09
面白  RELATED COUNTS:53  STRENGTH:0.09
相互  RELATED COUNTS:52  STRENGTH:0.08
ジャニーズ  RELATED COUNTS:52  STRENGTH:0.08
音楽  RELATED COUNTS:39  STRENGTH:0.06
小林賢太郎  RELATED COUNTS:38  STRENGTH:0.06
片桐仁  RELATED COUNTS:38  STRENGTH:0.06
大泉洋  RELATED COUNTS:38  STRENGTH:0.06
ANN  RELATED COUNTS:35  STRENGTH:0.06
映画  RELATED COUNTS:32  STRENGTH:0.05
まとめ  RELATED COUNTS:31  STRENGTH:0.05
お笑い  RELATED COUNTS:31  STRENGTH:0.05
前田健  RELATED COUNTS:26  STRENGTH:0.04
オリコン  RELATED COUNTS:19  STRENGTH:0.03
速報  RELATED COUNTS:16  STRENGTH:0.02
SMAP  RELATED COUNTS:13  STRENGTH:0.02
スマップ  RELATED COUNTS:13  STRENGTH:0.02
NMB48  RELATED COUNTS:12  STRENGTH:0.02
followmeJP  RELATED COUNTS:11  STRENGTH:0.01
NEWS  RELATED COUNTS:11  STRENGTH:0.01
豆知識  RELATED COUNTS:10  STRENGTH:0.01
株  RELATED COUNTS:9  STRENGTH:0.01
トレンド  RELATED COUNTS:9  STRENGTH:0.01
アニメ  RELATED COUNTS:9  STRENGTH:0.01
乃木坂46  RELATED COUNTS:8  STRENGTH:0.01
話題  RELATED COUNTS:7  STRENGTH:0.01
Yahoo  RELATED COUNTS:7  STRENGTH:0.01
これはすごい  RELATED COUNTS:7  STRENGTH:0.01
2ch  RELATED COUNTS:7  STRENGTH:0.01
銘柄  RELATED COUNTS:6  STRENGTH:0.01
投資  RELATED COUNTS:6  STRENGTH:0.01
知恵袋  RELATED COUNTS:6  STRENGTH:0.01
エンタメ  RELATED COUNTS:6  STRENGTH:0.01
報道  RELATED COUNTS:5  STRENGTH:0
新聞  RELATED COUNTS:5  STRENGTH:0
芸能人  RELATED COUNTS:5  STRENGTH:0
雑学  RELATED COUNTS:5  STRENGTH:0
RT  RELATED COUNTS:5  STRENGTH:0
拡散希望  RELATED COUNTS:5  STRENGTH:0
井上小百合  RELATED COUNTS:5  STRENGTH:0
ミュージカル  RELATED COUNTS:5  STRENGTH:0
山崎育三郎  RELATED COUNTS:5  STRENGTH:0
ライブドア  RELATED COUNTS:5  STRENGTH:0
政治  RELATED COUNTS:5  STRENGTH:0
sankei  RELATED COUNTS:5  STRENGTH:0
産経  RELATED COUNTS:5  STRENGTH:0
スポーツ  RELATED COUNTS:5  STRENGTH:0
ジャニーズWEST  RELATED COUNTS:5  STRENGTH:0
ジャニスト  RELATED COUNTS:5  STRENGTH:0
面白情報  RELATED COUNTS:4  STRENGTH:0
記事  RELATED COUNTS:4  STRENGTH:0
動画  RELATED COUNTS:4  STRENGTH:0
気軽にフォローしてください  RELATED COUNTS:4  STRENGTH:0
視聴予約  RELATED COUNTS:4  STRENGTH:0
東京  RELATED COUNTS:4  STRENGTH:0
知恵  RELATED COUNTS:4  STRENGTH:0
日本  RELATED COUNTS:4  STRENGTH:0
コミック  RELATED COUNTS:4  STRENGTH:0
kabu  RELATED COUNTS:4  STRENGTH:0
テレビ予約  RELATED COUNTS:4  STRENGTH:0
相互フォロー  RELATED COUNTS:4  STRENGTH:0
空撮  RELATED COUNTS:4  STRENGTH:0
NHK  RELATED COUNTS:4  STRENGTH:0
ドキュメンタリー  RELATED COUNTS:3  STRENGTH:0
教養  RELATED COUNTS:3  STRENGTH:0
芸能ニュース  RELATED COUNTS:3  STRENGTH:0
渋谷  RELATED COUNTS:3  STRENGTH:0
銀座  RELATED COUNTS:3  STRENGTH:0
出会い  RELATED COUNTS:3  STRENGTH:0
体験談  RELATED COUNTS:3  STRENGTH:0
保守  RELATED COUNTS:3  STRENGTH:0
生活  RELATED COUNTS:3  STRENGTH:0
seiji  RELATED COUNTS:3  STRENGTH:0
keizai  RELATED COUNTS:3  STRENGTH:0
ゲーム  RELATED COUNTS:3  STRENGTH:0
定時・総合  RELATED COUNTS:3  STRENGTH:0
歌舞伎  RELATED COUNTS:3  STRENGTH:0
借金  RELATED COUNTS:3  STRENGTH:0
最新  RELATED COUNTS:3  STRENGTH:0
ブログ  RELATED COUNTS:3  STRENGTH:0
リフレッシュ  RELATED COUNTS:3  STRENGTH:0
世界  RELATED COUNTS:3  STRENGTH:0
時事  RELATED COUNTS:3  STRENGTH:0
アプリ  RELATED COUNTS:3  STRENGTH:0
録画予約  RELATED COUNTS:3  STRENGTH:0
新着  RELATED COUNTS:3  STRENGTH:0
エロ動画  RELATED COUNTS:3  STRENGTH:0
はるな愛  RELATED COUNTS:3  STRENGTH:0
原口あきまさ  RELATED COUNTS:3  STRENGTH:0
DAIGO  RELATED COUNTS:3  STRENGTH:0
松浦亜弥  RELATED COUNTS:3  STRENGTH:0
堂本剛  RELATED COUNTS:3  STRENGTH:0
KinKiKids  RELATED COUNTS:3  STRENGTH:0
キンキキッズ  RELATED COUNTS:3  STRENGTH:0
kinki  RELATED COUNTS:3  STRENGTH:0
2ちゃんねる  RELATED COUNTS:2  STRENGTH:0
特集・ドキュメント  RELATED COUNTS:2  STRENGTH:0
タレント  RELATED COUNTS:2  STRENGTH:0
クレカ  RELATED COUNTS:2  STRENGTH:0
アメックス  RELATED COUNTS:2  STRENGTH:0
クレジットカード  RELATED COUNTS:2  STRENGTH:0
新宿  RELATED COUNTS:2  STRENGTH:0
六本木  RELATED COUNTS:2  STRENGTH:0
出会い系サクラサイト抹消を目標としていますのでリツイートなどで拡散してもらえると嬉しいです  RELATED COUNTS:2  STRENGTH:0
恋人  RELATED COUNTS:2  STRENGTH:0
恋愛  RELATED COUNTS:2  STRENGTH:0
セフレ  RELATED COUNTS:2  STRENGTH:0
リツイート  RELATED COUNTS:2  STRENGTH:0
福田雄一  RELATED COUNTS:2  STRENGTH:0
山田孝之  RELATED COUNTS:2  STRENGTH:0
木南晴夏  RELATED COUNTS:2  STRENGTH:0
ネットで話題  RELATED COUNTS:2  STRENGTH:0
sex  RELATED COUNTS:2  STRENGTH:0
視聴率  RELATED COUNTS:2  STRENGTH:0
福士蒼汰  RELATED COUNTS:2  STRENGTH:0
動物  RELATED COUNTS:2  STRENGTH:0
大阪マラソン  RELATED COUNTS:2  STRENGTH:0
マラソン  RELATED COUNTS:2  STRENGTH:0
日和見速報  RELATED COUNTS:2  STRENGTH:0
2ちゃん  RELATED COUNTS:2  STRENGTH:0
ガジェット  RELATED COUNTS:2  STRENGTH:0
エンジニア  RELATED COUNTS:2  STRENGTH:0
社会・時事  RELATED COUNTS:2  STRENGTH:0
カルチャー・クラブ  RELATED COUNTS:2  STRENGTH:0
ボーイ・ジョージ  RELATED COUNTS:2  STRENGTH:0
アコム  RELATED COUNTS:2  STRENGTH:0
学生  RELATED COUNTS:2  STRENGTH:0
プロミス  RELATED COUNTS:2  STRENGTH:0
アイフル  RELATED COUNTS:2  STRENGTH:0
消費者金融  RELATED COUNTS:2  STRENGTH:0
ローン  RELATED COUNTS:2  STRENGTH:0
仰天  RELATED COUNTS:2  STRENGTH:0
グルメ  RELATED COUNTS:2  STRENGTH:0
NAVERまとめ  RELATED COUNTS:2  STRENGTH:0
日テレ  RELATED COUNTS:2  STRENGTH:0
パソコン  RELATED COUNTS:2  STRENGTH:0
斎藤司  RELATED COUNTS:2  STRENGTH:0
ソナーポケット  RELATED COUNTS:2  STRENGTH:0
トレンディエンジェル  RELATED COUNTS:2  STRENGTH:0
経済新聞  RELATED COUNTS:2  STRENGTH:0
声優  RELATED COUNTS:2  STRENGTH:0
市川猿之助  RELATED COUNTS:2  STRENGTH:0
ワンピース  RELATED COUNTS:2  STRENGTH:0
ONEPIECE  RELATED COUNTS:2  STRENGTH:0
TBS  RELATED COUNTS:2  STRENGTH:0
和田光司  RELATED COUNTS:2  STRENGTH:0
Windows10  RELATED COUNTS:2  STRENGTH:0
Microsoft  RELATED COUNTS:2  STRENGTH:0
マイクロソフト  RELATED COUNTS:2  STRENGTH:0
KisMyFt2  RELATED COUNTS:2  STRENGTH:0
キスマイ  RELATED COUNTS:2  STRENGTH:0
--------------
top:2
TARGET HASHTAG:熊本地震  COUNTS:473
拡散希望  RELATED COUNTS:55  STRENGTH:0.11
地震  RELATED COUNTS:54  STRENGTH:0.11
速報  RELATED COUNTS:45  STRENGTH:0.09
熊本  RELATED COUNTS:41  STRENGTH:0.08
meti_saigai  RELATED COUNTS:32  STRENGTH:0.06
熊本ペット  RELATED COUNTS:29  STRENGTH:0.06
熊本の声  RELATED COUNTS:16  STRENGTH:0.03
熊本県  RELATED COUNTS:15  STRENGTH:0.03
jcom  RELATED COUNTS:15  STRENGTH:0.03
支援情報  RELATED COUNTS:12  STRENGTH:0.02
八代市  RELATED COUNTS:12  STRENGTH:0.02
迷子犬  RELATED COUNTS:11  STRENGTH:0.02
給水  RELATED COUNTS:11  STRENGTH:0.02
大分地震  RELATED COUNTS:10  STRENGTH:0.02
炊き出し  RELATED COUNTS:10  STRENGTH:0.02
募金  RELATED COUNTS:10  STRENGTH:0.02
熊本県の地震情報を配信しています  RELATED COUNTS:10  STRENGTH:0.02
JSDFweb  RELATED COUNTS:10  STRENGTH:0.02
迷い猫  RELATED COUNTS:8  STRENGTH:0.01
自衛隊  RELATED COUNTS:8  STRENGTH:0.01
保護  RELATED COUNTS:8  STRENGTH:0.01
収容犬  RELATED COUNTS:8  STRENGTH:0.01
大分  RELATED COUNTS:8  STRENGTH:0.01
避難所  RELATED COUNTS:7  STRENGTH:0.01
RT  RELATED COUNTS:6  STRENGTH:0.01
ボランティア  RELATED COUNTS:6  STRENGTH:0.01
拡散希望RTおねがいします  RELATED COUNTS:6  STRENGTH:0.01
熊本市  RELATED COUNTS:6  STRENGTH:0.01
迷い犬  RELATED COUNTS:6  STRENGTH:0.01
Jリーグ  RELATED COUNTS:6  STRENGTH:0.01
安倍首相  RELATED COUNTS:6  STRENGTH:0.01
がんばろう熊本  RELATED COUNTS:6  STRENGTH:0.01
ロアッソ熊本  RELATED COUNTS:6  STRENGTH:0.01
熊本支援  RELATED COUNTS:5  STRENGTH:0.01
熊本大分大震災  RELATED COUNTS:5  STRENGTH:0.01
SMAP  RELATED COUNTS:5  STRENGTH:0.01
益城町  RELATED COUNTS:5  STRENGTH:0.01
くまモン頑張れ絵  RELATED COUNTS:5  STRENGTH:0.01
買って支援  RELATED COUNTS:5  STRENGTH:0.01
下水道  RELATED COUNTS:5  STRENGTH:0.01
保護犬  RELATED COUNTS:5  STRENGTH:0.01
くまモン  RELATED COUNTS:5  STRENGTH:0.01
trinita  RELATED COUNTS:5  STRENGTH:0.01
黒川温泉  RELATED COUNTS:5  STRENGTH:0.01
救援物資  RELATED COUNTS:5  STRENGTH:0.01
社会  RELATED COUNTS:5  STRENGTH:0.01
